StateCode,State,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
MN,Minnesota,1754.0,1805.0,1862.0,1901.0,1945.0,1981.0,1987.0,1995.0,2020.0,2051.0,2086.0,2119.0,2147.0,2190.0,2234.0,2273.0,2308.0,2329.0,2291.0,2346.0,2403.0,2434.0,2451.0,2487.0,2521.0,2540.0,2560.0,2588.0,2592.0,2572.0,2576.0,2614.0,2646.0,2673.0,2695.0,2717.0,2734.0,2746.0,2753.0,2771.0,2790.0,2718.0,2662.0,2577.0,2526.0,2537.0,2734.0,2796.0,2868.0,2935.0,2997.0,3010.0,3030.0,3050.0,3113.0,3172.0,3240.0,3274.0,3313.0,3366.0,3425.0,3470.0,3513.0,3531.0,3558.0,3592.0,3617.0,3659.0,3703.0,3758.0,3806.1,3853.49,3869.75,3889.33,3903.92,3932.52,3964.68,3989.36,4015.34,4050.32,4075.97,4111.73,4131.45,4141.46,4157.71,4184.3,4205.21,4235.14,4296.17,4338.06,4387.28,4427.43,4471.5,4521.71,4566.03,4605.44,4647.72,4687.73,4726.41,4775.51,4933.69,4982.8,5018.94,5053.57,5087.71,5119.6,5163.56,5207.2,5247.02,5281.2,5310.93,5346.62,5377.5,5414.72,5452.66,5484.0,5525.36,5569.28,5608.76,5640.05,5657.34,5707.39,5717.18
MS,Mississippi,1553.0,1578.0,1603.0,1628.0,1653.0,1678.0,1703.0,1728.0,1753.0,1777.0,1802.0,1810.0,1817.0,1827.0,1832.0,1826.0,1823.0,1820.0,1813.0,1790.0,1800.0,1823.0,1836.0,1858.0,1886.0,1910.0,1935.0,1962.0,1981.0,1998.0,2006.0,1994.0,2004.0,2031.0,2050.0,2061.0,2072.0,2086.0,2127.0,2168.0,2176.0,2184.0,2210.0,2280.0,2167.0,2090.0,2064.0,2107.0,2076.0,2085.0,2176.0,2163.0,2152.0,2105.0,2064.0,2060.0,2086.0,2088.0,2086.0,2138.0,2182.0,2206.0,2243.0,2244.0,2241.0,2246.0,2245.0,2228.0,2219.0,2220.0,2216.99,2265.43,2307.12,2349.55,2378.27,2399.45,2429.76,2459.2,2487.82,2507.07,2520.64,2539.04,2556.78,2567.72,2578.05,2588.1,2593.6,2588.54,2580.35,2574.27,2577.43,2591.23,2610.19,2635.57,2663.45,2690.79,2709.92,2731.83,2751.34,2768.62,2848.35,2852.99,2858.68,2868.31,2889.01,2905.94,2904.98,2928.35,2947.81,2958.77,2970.62,2979.15,2984.6,2989.84,2991.89,2990.23,2990.6,2990.67,2982.88,2978.23,2966.79,2949.96,2940.06
MO,Missouri,3108.0,3128.0,3147.0,3166.0,3185.0,3204.0,3223.0,3242.0,3260.0,3279.0,3301.0,3317.0,3344.0,3409.0,3467.0,3492.0,3527.0,3470.0,3325.0,3371.0,3404.0,3429.0,3437.0,3454.0,3508.0,3526.0,3556.0,3576.0,3601.0,3622.0,3646.0,3711.0,3746.0,3773.0,3784.0,3798.0,3801.0,3794.0,3781.0,3783.0,3786.0,3811.0,3829.0,3705.0,3560.0,3516.0,3746.0,3845.0,3844.0,3882.0,3964.0,4015.0,3972.0,4020.0,4066.0,4134.0,4163.0,4189.0,4186.0,4258.0,4326.0,4349.0,4357.0,4392.0,4442.0,4467.0,4523.0,4539.0,4568.0,4640.0,4677.62,4725.76,4758.78,4782.65,4795.93,4808.31,4839.03,4863.17,4889.4,4912.43,4916.69,4932.06,4929.45,4943.73,4975.28,5000.27,5023.07,5056.7,5081.74,5095.83,5126.37,5157.77,5193.69,5237.76,5281.21,5324.61,5367.89,5407.11,5437.56,5468.34,5607.28,5641.14,5674.82,5709.4,5747.74,5790.3,5842.7,5887.61,5923.92,5961.09,5996.09,6011.18,6026.03,6042.99,6059.13,6075.41,6091.38,6111.38,6125.99,6140.48,6151.55,6168.19,6177.96
MT,Montana,245.0,261.0,270.0,282.0,293.0,305.0,322.0,332.0,346.0,363.0,380.0,397.0,414.0,433.0,452.0,469.0,487.0,505.0,501.0,534.0,543.0,546.0,543.0,538.0,538.0,535.0,531.0,527.0,541.0,524.0,539.0,540.0,540.0,541.0,545.0,550.0,554.0,554.0,552.0,555.0,558.0,543.0,518.0,485.0,469.0,477.0,514.0,531.0,542.0,569.0,593.0,596.0,602.0,616.0,624.0,636.0,656.0,667.0,666.0,669.0,679.0,696.0,698.0,703.0,706.0,706.0,707.0,701.0,700.0,694.0,694.41,710.81,718.73,726.8,736.42,748.21,757.32,769.95,782.32,787.3,786.69,795.33,803.99,814.03,820.9,822.32,813.74,805.06,800.2,799.64,799.82,807.84,822.44,839.88,854.92,868.52,876.66,878.71,879.53,882.78,903.77,906.96,911.67,919.63,930.01,940.1,952.69,964.71,976.42,983.98,990.73,997.52,1004.17,1014.16,1022.66,1031.49,1042.14,1053.86,1061.82,1070.12,1080.58,1104.27,1122.87
NE,Nebraska,1067.0,1078.0,1089.0,1104.0,1119.0,1129.0,1138.0,1149.0,1161.0,1177.0,1198.0,1216.0,1232.0,1246.0,1264.0,1272.0,1275.0,1285.0,1266.0,1290.0,1300.0,1309.0,1312.0,1321.0,1333.0,1343.0,1353.0,1365.0,1371.0,1375.0,1380.0,1384.0,1386.0,1385.0,1382.0,1375.0,1358.0,1339.0,1326.0,1318.0,1316.0,1272.0,1239.0,1241.0,1216.0,1211.0,1256.0,1265.0,1265.0,1302.0,1327.0,1316.0,1311.0,1318.0,1340.0,1374.0,1397.0,1394.0,1383.0,1397.0,1417.0,1446.0,1464.0,1476.0,1482.0,1471.0,1456.0,1457.0,1467.0,1474.0,1485.33,1504.6,1519.01,1529.57,1539.19,1543.12,1550.91,1556.84,1563.88,1567.34,1569.82,1578.52,1581.78,1584.29,1588.64,1584.66,1574.33,1566.55,1571.48,1574.86,1580.66,1590.8,1602.41,1612.15,1621.55,1635.14,1647.66,1656.04,1660.77,1666.03,1713.82,1719.84,1728.29,1738.64,1749.37,1761.5,1772.69,1783.44,1796.38,1812.68,1829.59,1840.91,1853.69,1865.81,1879.96,1892.06,1906.48,1917.0,1925.51,1932.57,1937.55,1963.69,1967.92
NV,Nevada,43.0,45.0,49.0,52.0,56.0,59.0,64.0,68.0,73.0,78.0,82.0,81.0,81.0,82.0,83.0,82.0,82.0,81.0,77.0,77.0,78.0,80.0,81.0,82.0,84.0,85.0,87.0,88.0,89.0,90.0,92.0,94.0,96.0,96.0,98.0,100.0,101.0,103.0,105.0,107.0,113.0,120.0,137.0,151.0,153.0,149.0,143.0,149.0,156.0,157.0,162.0,168.0,181.0,195.0,213.0,237.0,250.0,260.0,269.0,279.0,291.0,315.0,352.0,397.0,426.0,444.0,446.0,449.0,464.0,480.0,488.74,520.02,546.79,568.99,596.82,619.97,646.98,678.33,719.44,765.37,800.49,847.66,881.54,901.98,924.92,951.03,980.61,1023.38,1075.02,1137.38,1218.63,1285.05,1330.69,1380.2,1456.39,1525.78,1596.48,1675.58,1743.77,1809.25,2018.74,2098.4,2173.79,2248.85,2346.22,2432.14,2522.66,2601.07,2653.63,2684.66,2702.48,2713.11,2744.67,2776.96,2818.94,2868.53,2919.56,2972.1,3030.72,3090.77,3138.26,3143.99,3177.77
NH,New Hampshire,412.0,412.0,409.0,394.0,407.0,423.0,415.0,423.0,428.0,431.0,431.0,432.0,434.0,439.0,442.0,443.0,445.0,447.0,440.0,443.0,444.0,449.0,451.0,453.0,457.0,459.0,463.0,466.0,468.0,467.0,466.0,470.0,474.0,477.0,480.0,481.0,481.0,481.0,485.0,490.0,492.0,490.0,481.0,462.0,456.0,459.0,494.0,507.0,520.0,533.0,532.0,529.0,535.0,547.0,554.0,557.0,566.0,572.0,581.0,596.0,609.0,618.0,632.0,649.0,663.0,676.0,681.0,697.0,709.0,724.0,737.68,761.85,781.11,800.95,815.91,828.56,845.25,869.76,891.52,909.07,920.61,936.62,947.72,958.13,976.86,996.75,1025.05,1054.29,1082.58,1104.52,1111.83,1107.06,1112.77,1122.19,1133.05,1145.6,1160.77,1173.24,1185.82,1201.13,1239.88,1255.52,1269.09,1279.84,1290.12,1298.49,1308.39,1312.54,1315.91,1316.1,1316.81,1320.44,1324.68,1327.27,1334.26,1337.48,1343.69,1350.4,1355.06,1360.78,1366.28,1388.99,1395.23
NJ,New Jersey,1884.0,1889.0,1917.0,1969.0,2050.0,2151.0,2239.0,2314.0,2403.0,2487.0,2550.0,2610.0,2670.0,2729.0,2789.0,2850.0,2918.0,2976.0,3043.0,3136.0,3198.0,3297.0,3380.0,3472.0,3573.0,3664.0,3758.0,3891.0,3968.0,3989.0,4068.0,4120.0,4120.0,4107.0,4089.0,4085.0,4084.0,4088.0,4100.0,4129.0,4175.0,4254.0,4297.0,4226.0,4158.0,4108.0,4492.0,4618.0,4774.0,4889.0,4872.0,5006.0,5125.0,5229.0,5360.0,5502.0,5615.0,5737.0,5890.0,6015.0,6103.0,6265.0,6376.0,6531.0,6660.0,6767.0,6851.0,6928.0,7005.0,7095.0,7171.11,7281.11,7335.04,7333.08,7332.41,7337.76,7339.74,7337.17,7350.8,7366.51,7364.82,7407.47,7430.97,7467.78,7515.47,7565.53,7622.16,7670.74,7712.33,7726.09,7757.16,7784.27,7827.77,7874.89,7918.8,7965.52,8009.62,8054.18,8095.54,8143.41,8430.62,8492.67,8552.64,8601.4,8634.56,8651.97,8661.68,8677.88,8711.09,8755.6,8799.45,8828.55,8845.67,8857.82,8867.28,8870.31,8873.58,8888.15,8891.73,8891.26,8882.37,9267.13,9261.7
NM,New Mexico,196.0,206.0,218.0,229.0,242.0,255.0,269.0,283.0,298.0,314.0,329.0,334.0,338.0,344.0,348.0,351.0,354.0,361.0,382.0,362.0,363.0,370.0,375.0,382.0,390.0,396.0,403.0,410.0,416.0,420.0,427.0,436.0,441.0,449.0,461.0,475.0,489.0,503.0,513.0,523.0,531.0,506.0,502.0,534.0,527.0,537.0,561.0,582.0,604.0,644.0,689.0,717.0,735.0,756.0,763.0,785.0,806.0,847.0,886.0,919.0,954.0,965.0,979.0,989.0,1006.0,1012.0,1007.0,1000.0,994.0,1011.0,1017.06,1053.74,1078.7,1105.53,1131.31,1159.94,1189.3,1215.72,1238.03,1284.72,1302.89,1332.75,1363.82,1394.36,1416.72,1438.36,1462.73,1478.52,1490.34,1503.9,1519.93,1547.12,1580.75,1614.94,1653.33,1682.42,1706.15,1722.94,1733.54,1739.84,1821.2,1831.69,1855.31,1877.57,1903.81,1932.27,1962.14,1990.07,2010.66,2036.8,2064.61,2080.71,2087.72,2092.83,2090.24,2090.07,2092.55,2092.84,2093.75,2099.63,2106.32,2115.88,2113.34
NY,New York,7283.0,7449.0,7612.0,7771.0,7927.0,8084.0,8289.0,8499.0,8714.0,8935.0,9137.0,9249.0,9361.0,9473.0,9585.0,9700.0,9848.0,9993.0,9936.0,10252.0,10282.0,10416.0,10589.0,10752.0,10953.0,11186.0,11257.0,11174.0,11599.0,12171.0,12647.0,12848.0,13001.0,13126.0,13253.0,13375.0,13481.0,13511.0,13512.0,13523.0,13456.0,13267.0,13002.0,12807.0,12628.0,12495.0,13398.0,13982.0,14497.0,14892.0,14865.0,14890.0,15192.0,15527.0,15814.0,15966.0,16112.0,16374.0,16601.0,16685.0,16838.0,17061.0,17301.0,17461.0,17589.0,17734.0,17843.0,17935.0,18051.0,18105.0,18241.39,18357.98,18339.4,18177.06,18049.78,18003.48,17940.54,17812.6,17680.59,17583.84,17558.07,17567.73,17589.74,17686.9,17745.68,17791.67,17833.42,17868.85,17941.31,17983.09,18002.86,18029.53,18082.03,18140.89,18156.65,18150.93,18143.8,18143.18,18159.18,18196.6,19001.78,19082.84,19137.8,19175.94,19171.57,19132.61,19104.63,19132.34,19212.44,19307.07,19399.96,19499.92,19574.36,19626.49,19653.43,19657.32,19636.39,19593.85,19544.1,19463.13,19336.78,19835.91,19677.15
NC,North Carolina,1897.0,1926.0,1956.0,1986.0,2017.0,2051.0,2077.0,2105.0,2142.0,2174.0,2221.0,2276.0,2313.0,2362.0,2421.0,2473.0,2513.0,2546.0,2522.0,2535.0,2588.0,2651.0,2700.0,2761.0,2830.0,2895.0,2959.0,3027.0,3082.0,3133.0,3167.0,3184.0,3227.0,3268.0,3304.0,3323.0,3346.0,3385.0,3440.0,3514.0,3574.0,3589.0,3569.0,3654.0,3560.0,3533.0,3706.0,3769.0,3837.0,3911.0,4068.0,4120.0,4109.0,4120.0,4131.0,4242.0,4309.0,4368.0,4376.0,4458.0,4573.0,4663.0,4707.0,4742.0,4802.0,4863.0,4896.0,4952.0,5004.0,5031.0,5084.41,5203.53,5301.15,5389.85,5470.91,5547.19,5607.96,5685.61,5759.49,5823.49,5881.77,5956.65,6019.1,6077.06,6164.01,6253.95,6321.58,6403.7,6480.59,6565.46,6656.99,6748.14,6831.85,6947.41,7060.96,7185.4,7307.66,7428.67,7545.83,7650.79,8081.61,8210.12,8326.2,8422.5,8553.15,8705.41,8917.27,9118.04,9309.45,9449.57,9574.59,9658.91,9751.81,9846.72,9937.3,10037.22,10161.8,10275.76,10391.36,10501.38,10600.82,10551.16,10698.97
ND,North Dakota,321.0,346.0,371.0,396.0,421.0,446.0,474.0,501.0,528.0,555.0,580.0,584.0,603.0,609.0,620.0,641.0,652.0,661.0,636.0,648.0,646.0,646.0,647.0,648.0,642.0,643.0,651.0,657.0,665.0,674.0,682.0,680.0,676.0,674.0,672.0,670.0,664.0,655.0,647.0,644.0,640.0,615.0,583.0,546.0,534.0,546.0,570.0,578.0,580.0,597.0,619.0,604.0,608.0,609.0,611.0,615.0,613.0,612.0,606.0,618.0,634.0,641.0,637.0,644.0,649.0,649.0,647.0,626.0,621.0,621.0,617.79,626.76,631.12,632.67,634.56,638.89,645.8,649.77,651.3,652.9,652.72,659.5,668.97,676.69,680.5,676.98,669.51,661.14,655.33,646.35,637.36,634.2,635.43,637.23,639.76,641.55,642.86,640.95,637.81,633.67,642.02,639.06,638.17,638.82,644.71,646.09,649.42,652.82,657.57,664.97,674.75,685.53,702.23,723.15,738.74,755.54,756.11,756.76,760.06,763.72,765.31,774.95,779.26
OH,Ohio,4161.0,4216.0,4322.0,4386.0,4458.0,4530.0,4587.0,4630.0,4677.0,4701.0,4786.0,4821.0,4893.0,4997.0,5109.0,5251.0,5366.0,5510.0,5547.0,5683.0,5799.0,5921.0,6054.0,6183.0,6319.0,6434.0,6504.0,6577.0,6608.0,6626.0,6662.0,6694.0,6717.0,6740.0,6751.0,6787.0,6801.0,6809.0,6837.0,6886.0,6929.0,6958.0,6969.0,6868.0,6918.0,6916.0,7512.0,7705.0,7876.0,7973.0,7980.0,8061.0,8275.0,8591.0,8873.0,9017.0,9207.0,9410.0,9599.0,9671.0,9734.0,9854.0,9929.0,9986.0,10080.0,10201.0,10330.0,10414.0,10516.0,10563.0,10657.42,10734.82,10746.99,10767.31,10765.76,10770.42,10752.66,10771.39,10795.58,10798.3,10797.63,10788.33,10757.09,10737.63,10737.75,10734.93,10730.27,10760.09,10798.55,10829.22,10861.84,10933.68,11007.61,11070.38,11111.45,11155.49,11187.03,11212.5,11237.75,11256.65,11363.54,11387.4,11407.89,11434.79,11452.25,11463.32,11481.21,11500.47,11515.39,11528.9,11539.45,11545.74,11550.97,11579.69,11606.57,11622.32,11640.06,11665.71,11680.89,11696.51,11693.22,11780.02,11756.06
OK,Oklahoma,800.0,916.0,1027.0,1118.0,1200.0,1277.0,1349.0,1414.0,1498.0,1585.0,1671.0,1714.0,1737.0,1777.0,1824.0,1860.0,1907.0,1960.0,1969.0,2003.0,2055.0,2108.0,2140.0,2159.0,2179.0,2216.0,2256.0,2306.0,2344.0,2372.0,2401.0,2403.0,2394.0,2392.0,2391.0,2386.0,2365.0,2334.0,2324.0,2333.0,2325.0,2262.0,2215.0,2205.0,2043.0,2028.0,2128.0,2133.0,2089.0,2105.0,2229.0,2210.0,2219.0,2182.0,2209.0,2250.0,2273.0,2282.0,2267.0,2289.0,2336.0,2380.0,2427.0,2439.0,2446.0,2440.0,2454.0,2489.0,2503.0,2535.0,2559.46,2618.6,2658.65,2695.93,2734.77,2774.68,2826.82,2870.01,2917.34,2975.31,3025.29,3096.16,3206.12,3290.4,3285.53,3271.33,3252.74,3210.12,3167.06,3150.31,3147.1,3166.47,3204.17,3228.83,3246.12,3265.55,3289.63,3314.26,3339.48,3358.04,3454.36,3467.1,3489.08,3504.89,3525.23,3548.6,3594.09,3634.35,3668.98,3717.57,3760.01,3788.82,3819.32,3853.89,3879.19,3910.52,3928.14,3933.6,3943.49,3960.68,3980.78,3986.64,4019.8
OR,Oregon,415.0,434.0,454.0,479.0,504.0,530.0,555.0,580.0,610.0,643.0,677.0,692.0,706.0,722.0,736.0,745.0,756.0,763.0,763.0,774.0,788.0,798.0,814.0,833.0,856.0,883.0,905.0,925.0,936.0,947.0,956.0,966.0,972.0,978.0,985.0,1001.0,1025.0,1048.0,1067.0,1081.0,1086.0,1071.0,1107.0,1221.0,1233.0,1250.0,1338.0,1361.0,1405.0,1431.0,1532.0,1556.0,1582.0,1601.0,1626.0,1659.0,1698.0,1712.0,1718.0,1746.0,1772.0,1787.0,1818.0,1853.0,1888.0,1937.0,1969.0,1979.0,2004.0,2062.0,2091.53,2151.02,2197.3,2241.93,2285.01,2329.66,2378.26,2446.67,2518.3,2588.01,2633.1,2667.98,2664.92,2653.07,2666.59,2672.65,2683.53,2700.99,2741.3,2790.58,2858.55,2918.74,2973.93,3034.49,3087.14,3141.42,3195.09,3243.25,3282.06,3316.15,3429.71,3467.94,3513.42,3547.38,3569.46,3613.2,3670.88,3722.42,3768.75,3808.6,3837.61,3872.67,3900.1,3924.11,3965.45,4018.54,4093.27,4147.29,4183.54,4216.12,4241.51,4246.16,4240.14
PA,Pennsylvania,6313.0,6439.0,6567.0,6699.0,6833.0,6970.0,7110.0,7253.0,7398.0,7546.0,7706.0,7850.0,7986.0,8139.0,8276.0,8362.0,8463.0,8578.0,8524.0,8643.0,8740.0,8900.0,8982.0,9148.0,9383.0,9478.0,9594.0,9745.0,9802.0,9723.0,9649.0,9707.0,9764.0,9784.0,9795.0,9774.0,9767.0,9790.0,9952.0,9901.0,9896.0,9911.0,9704.0,9444.0,9214.0,9143.0,9866.0,10196.0,10287.0,10390.0,10507.0,10461.0,10503.0,10662.0,10817.0,10939.0,10972.0,10954.0,11058.0,11234.0,11329.0,11392.0,11355.0,11424.0,11519.0,11620.0,11664.0,11681.0,11741.0,11741.0,11800.77,11886.4,11908.23,11890.53,11870.88,11906.1,11897.38,11893.59,11879.4,11887.98,11863.9,11858.57,11845.15,11837.72,11815.17,11770.86,11782.75,11810.87,11845.75,11866.0,11895.6,11943.16,11980.82,12022.13,12042.54,12044.78,12038.01,12015.89,12002.33,11994.02,12284.17,12298.97,12331.03,12374.66,12410.72,12449.99,12510.81,12563.94,12612.28,12666.86,12711.41,12747.05,12769.12,12779.54,12792.39,12789.84,12788.47,12794.68,12809.11,12798.88,12783.25,12964.06,12972.01
RI,Rhode Island,430.0,441.0,450.0,460.0,471.0,481.0,492.0,505.0,519.0,532.0,545.0,556.0,567.0,578.0,589.0,597.0,598.0,606.0,604.0,603.0,613.0,629.0,644.0,656.0,669.0,680.0,681.0,677.0,678.0,684.0,686.0,681.0,677.0,675.0,675.0,678.0,686.0,694.0,694.0,701.0,719.0,731.0,748.0,760.0,795.0,776.0,770.0,776.0,787.0,801.0,786.0,784.0,802.0,815.0,816.0,823.0,840.0,851.0,858.0,857.0,855.0,858.0,871.0,876.0,885.0,893.0,899.0,909.0,922.0,932.0,949.72,963.11,974.79,975.74,950.62,942.79,946.09,950.23,951.82,950.38,947.15,953.01,954.17,956.38,961.89,968.96,977.34,989.6,996.41,1000.67,1004.65,1003.99,1000.57,997.85,993.41,989.2,987.86,986.97,987.7,990.82,1050.27,1057.14,1065.99,1071.34,1074.58,1067.92,1063.1,1057.32,1055.0,1053.65,1053.99,1053.83,1054.89,1055.56,1056.51,1056.89,1057.82,1056.55,1059.34,1058.16,1057.12,1095.61,1093.73
SC,South Carolina,1342.0,1361.0,1379.0,1397.0,1415.0,1433.0,1451.0,1468.0,1485.0,1502.0,1523.0,1548.0,1572.0,1599.0,1622.0,1635.0,1650.0,1675.0,1746.0,1687.0,1685.0,1693.0,1692.0,1699.0,1710.0,1718.0,1726.0,1736.0,1739.0,1739.0,1745.0,1753.0,1748.0,1752.0,1760.0,1769.0,1781.0,1802.0,1834.0,1872.0,1902.0,1962.0,2007.0,1967.0,1943.0,1934.0,1936.0,1992.0,1996.0,2029.0,2113.0,2167.0,2178.0,2181.0,2176.0,2200.0,2229.0,2274.0,2304.0,2348.0,2392.0,2409.0,2423.0,2460.0,2475.0,2494.0,2520.0,2533.0,2559.0,2570.0,2590.71,2662.27,2719.2,2776.6,2844.75,2902.03,2943.66,2991.68,3044.36,3090.27,3121.82,3179.26,3207.61,3234.07,3271.87,3303.21,3342.76,3380.51,3412.1,3456.78,3499.06,3559.47,3600.58,3634.51,3666.46,3699.94,3738.97,3790.07,3839.58,3885.74,4024.22,4065.0,4107.8,4150.3,4210.92,4270.15,4357.85,4444.11,4529.0,4589.87,4635.85,4672.66,4719.03,4766.47,4826.86,4896.01,4963.03,5027.1,5091.7,5157.7,5218.04,5190.7,5282.63
SD,South Dakota,403.0,418.0,431.0,437.0,452.0,461.0,477.0,498.0,527.0,553.0,590.0,602.0,592.0,584.0,581.0,585.0,595.0,599.0,570.0,606.0,640.0,652.0,660.0,669.0,673.0,682.0,683.0,682.0,685.0,690.0,693.0,694.0,692.0,690.0,682.0,674.0,666.0,656.0,649.0,645.0,641.0,613.0,589.0,587.0,565.0,579.0,588.0,601.0,612.0,631.0,655.0,655.0,651.0,648.0,655.0,663.0,670.0,666.0,656.0,667.0,683.0,693.0,705.0,708.0,701.0,692.0,683.0,671.0,669.0,668.0,666.26,671.3,677.23,678.72,679.58,681.04,686.39,688.48,688.58,688.34,690.77,689.58,690.6,693.01,697.25,698.4,696.03,696.04,698.16,696.7,696.67,701.44,708.7,716.26,723.04,728.25,730.7,730.86,730.79,733.13,755.84,757.97,760.02,763.73,770.4,775.49,783.03,791.62,799.12,807.07,816.19,823.74,833.86,842.75,849.67,854.66,863.69,873.73,879.39,887.13,892.72,895.38,909.82
TN,Tennessee,2023.0,2041.0,2060.0,2082.0,2086.0,2111.0,2136.0,2136.0,2164.0,2177.0,2191.0,2197.0,2218.0,2257.0,2289.0,2294.0,2304.0,2331.0,2288.0,2305.0,2329.0,2369.0,2424.0,2463.0,2502.0,2531.0,2553.0,2608.0,2624.0,2604.0,2619.0,2657.0,2711.0,2747.0,2784.0,2798.0,2791.0,2795.0,2821.0,2874.0,2935.0,2973.0,2939.0,2972.0,2868.0,2878.0,3074.0,3166.0,3216.0,3236.0,3315.0,3372.0,3352.0,3319.0,3359.0,3415.0,3415.0,3434.0,3471.0,3522.0,3575.0,3622.0,3673.0,3718.0,3771.0,3798.0,3822.0,3859.0,3878.0,3897.0,3926.02,4013.61,4094.61,4147.4,4213.51,4275.57,4346.93,4422.92,4486.31,4560.47,4591.12,4627.66,4646.04,4659.75,4686.74,4715.3,4738.71,4782.93,4822.44,4854.44,4890.63,4946.89,5014.0,5085.67,5163.02,5241.17,5313.58,5378.43,5432.68,5483.54,5703.72,5750.79,5795.92,5847.81,5910.81,5991.06,6088.77,6175.73,6247.41,6306.02,6355.52,6400.3,6455.75,6496.94,6544.62,6595.35,6651.28,6714.75,6778.18,6830.32,6886.83,6975.22,7051.34
TX,Texas,3055.0,3132.0,3210.0,3291.0,3374.0,3459.0,3546.0,3636.0,3727.0,3821.0,3922.0,4016.0,4107.0,4207.0,4300.0,4368.0,4444.0,4563.0,4666.0,4631.0,4723.0,4853.0,4955.0,5077.0,5210.0,5332.0,5453.0,5577.0,5675.0,5762.0,5844.0,5907.0,5961.0,6014.0,6053.0,6123.0,6192.0,6250.0,6301.0,6360.0,6425.0,6585.0,6711.0,7012.0,6876.0,6826.0,7197.0,7388.0,7626.0,7623.0,7776.0,8111.0,8314.0,8336.0,8382.0,8660.0,8830.0,9070.0,9252.0,9405.0,9624.0,9820.0,10053.0,10159.0,10270.0,10378.0,10492.0,10599.0,10819.0,11045.0,11198.66,11509.85,11759.15,12019.54,12268.63,12568.84,12904.09,13193.05,13500.43,13888.37,14229.19,14746.32,15331.42,15751.68,16007.09,16272.73,16561.11,16621.79,16667.02,16806.74,17044.71,17339.9,17650.48,17996.76,18338.32,18679.71,19006.24,19355.43,19712.39,20044.14,20944.5,21319.62,21690.32,22030.93,22394.02,22778.12,23359.58,23831.98,24309.04,24801.76,25241.9,25645.5,26084.12,26479.65,26963.09,27468.53,27914.06,28291.02,28624.56,28986.79,29360.76,29527.94,30029.57
UT,Utah,277.0,284.0,292.0,299.0,308.0,316.0,327.0,339.0,351.0,363.0,377.0,387.0,399.0,410.0,422.0,430.0,436.0,444.0,437.0,446.0,453.0,457.0,467.0,474.0,481.0,487.0,494.0,500.0,504.0,508.0,509.0,513.0,517.0,520.0,522.0,526.0,527.0,529.0,535.0,543.0,552.0,551.0,575.0,631.0,605.0,591.0,638.0,636.0,653.0,671.0,696.0,706.0,724.0,739.0,750.0,783.0,809.0,826.0,845.0,870.0,900.0,936.0,958.0,974.0,978.0,994.0,1009.0,1019.0,1029.0,1047.0,1059.27,1101.19,1135.45,1170.04,1200.47,1236.03,1274.93,1319.51,1367.51,1420.24,1461.04,1515.47,1558.31,1594.94,1622.34,1642.91,1662.83,1678.12,1689.37,1705.86,1729.72,1771.94,1821.5,1875.99,1930.44,1976.77,2022.25,2065.4,2100.56,2129.84,2244.5,2283.72,2324.82,2360.14,2401.58,2457.72,2525.51,2597.75,2663.03,2723.42,2775.41,2814.8,2854.15,2898.77,2938.33,2983.63,3044.24,3103.54,3155.15,3203.38,3249.88,3337.98,3380.8
VT,Vermont,344.0,347.0,349.0,350.0,353.0,354.0,355.0,355.0,354.0,356.0,357.0,358.0,359.0,361.0,362.0,360.0,360.0,372.0,352.0,352.0,353.0,355.0,354.0,354.0,355.0,355.0,356.0,357.0,358.0,359.0,360.0,359.0,358.0,357.0,357.0,357.0,357.0,356.0,356.0,358.0,363.0,348.0,343.0,327.0,314.0,315.0,342.0,354.0,359.0,369.0,379.0,378.0,375.0,379.0,377.0,375.0,377.0,376.0,380.0,387.0,389.0,390.0,393.0,397.0,399.0,404.0,413.0,423.0,430.0,437.0,444.73,454.32,463.14,468.43,473.0,479.71,484.93,491.93,498.11,505.37,511.46,515.59,519.11,523.3,526.66,530.04,534.07,540.27,549.76,557.71,564.53,567.14,570.12,574.0,578.9,582.83,586.35,588.66,590.58,593.74,609.62,612.22,615.44,617.86,619.92,621.22,622.89,623.48,624.15,624.82,625.89,627.2,626.36,626.6,625.69,625.81,624.37,625.13,624.8,624.05,623.35,645.57,647.06
