ZIPCODE,Num Industries,Total Establishments,Total Employees,Total Payroll
22578,10,339,3010,12401
22579,3,35,433,1249
22580,8,208,2839,10303
22601,17,5514,16011,1113656
22602,17,2386,13613,514195
22603,15,1574,12017,389247
22604,8,130,1308,42599
22610,4,72,844,4955
22611,16,911,7491,97030
22620,6,151,1726,10464
22624,11,179,2644,18029
22625,8,112,1539,15814
22627,4,69,1095,6133
22630,17,2838,12490,398744
22637,3,80,873,7421
22639,4,42,634,2751
22640,4,53,634,1945
22641,1,3,1,256
22642,9,168,1929,7350
22643,1,21,431,1269
22644,6,86,1066,2907
22645,9,231,2829,36691
22646,2,29,212,13537
22650,3,28,633,380
22652,2,46,642,1944
22654,1,10,211,225
22655,15,902,6199,48427
22656,6,135,1757,9617
22657,13,714,6022,117193
22660,4,81,1074,4302
22663,8,140,1749,8434
22664,15,1025,6890,131205
22701,18,3132,13288,495231
22709,4,58,854,3543
22712,13,622,5779,46756
22713,3,48,633,1764
22714,4,96,1314,6752
22715,3,32,423,1053
22716,3,50,633,2892
22718,7,92,1631,37640
22719,1,11,211,1939
22720,2,34,642,2401
22722,1,9,211,242
22724,4,101,1064,4900
22726,3,50,633,12789
22727,13,583,5507,49047
22728,8,171,1738,29697
22729,1,9,211,4869
22731,1,9,211,1304
22732,2,21,432,897
22733,4,55,1084,4089
22734,9,174,1970,12048
22735,4,57,634,1357
22736,2,22,422,155
22737,5,134,1275,2671
22738,3,35,423,3229
22740,8,134,1928,5611
22741,2,18,212,4625
22742,6,105,1486,3208
22743,1,9,211,1079
22747,10,233,2140,19186
22749,1,10,211,281
22801,18,6105,16599,935417
22802,16,1834,11461,268579
22803,3,62,1104,15769
22807,2,23,212,17870
22810,4,51,874,4424
22811,1,3,1,310
22812,14,554,5497,197443
22815,13,621,5255,47731
22820,2,18,422,282
22821,13,513,3986,84650
22824,13,359,3527,83506
22827,13,669,5695,160512
22830,5,76,1275,1226
22831,2,25,422,18167
22832,3,49,633,1650
22834,2,43,642,7403
22835,14,1113,7802,112352
22840,10,208,2653,63033
22841,10,333,3378,163127
22842,12,362,3095,82191
22843,4,89,1284,1808
22844,11,396,4393,41162
22846,8,137,2189,9187
22847,3,46,633,4083
22849,9,195,1939,11467
22850,2,23,422,1241
22851,9,237,2840,18160
22853,11,302,3062,66977
22901,18,4940,15017,760877
22902,17,4687,15929,938510
22903,17,4121,15245,513791
22904,2,27,212,14454
22905,5,52,645,12092
22906,5,81,1556,39949
22908,3,22,433,903824
22909,1,5,1,125365
22911,17,2593,12417,758151
22920,12,353,3693,20337
22922,4,77,1346,19516
22923,12,289,2352,18909
22924,1,11,211,1369
22931,2,21,212,2184
22932,15,759,6422,56157
22935,3,23,213,4816
22936,11,323,3051,17904
22937,3,32,423,8410
22938,5,78,855,4087
22939,15,718,6525,254668
22940,5,69,1065,3328
22942,15,612,5741,174125
22943,6,60,1086,2622
22945,1,16,211,1217
22946,1,4,1,2996
22947,13,373,3485,46709
22948,1,9,211,674
22949,10,249,2423,21214
22952,5,114,1756,33383
22957,1,4,1,4247
22958,9,208,2579,22809
22959,6,111,1537,15189
22960,16,1069,7322,102428
22963,16,844,6379,40325
22964,3,27,423,812
22967,9,140,1299,13418
22968,13,854,7087,66128
22969,3,63,853,1657
22971,2,66,862,1799
22972,2,14,212,1733
22973,12,311,2843,12794
22974,12,359,3757,48878
22976,1,10,211,2086
22980,17,3144,14273,373407
23002,16,909,6601,50216
23003,2,7,2,221
23004,3,28,664,6446
23005,18,4370,15740,869725
23009,13,415,3505,18913
23011,2,54,1133,6129
23015,8,208,1718,6006
23022,2,23,212,3101
23023,1,10,211,433
23024,8,350,3300,19322
23025,2,11,212,1600
23027,3,51,863,2218
23030,14,447,4608,48196
23031,1,3,1,466
23032,1,11,211,989
23035,6,81,1086,3257
23038,3,50,643,4437
23039,3,54,853,2113
23040,8,252,2829,12134
23043,12,276,3672,13450
23045,1,6,221,818
23047,9,245,2410,54466
23050,4,63,854,2102
23055,6,100,1306,7923
23056,2,14,422,72
23058,2,48,862,4838
23059,17,3285,13131,549055
23060,18,5363,18698,2611074
23061,17,1852,9104,141527
23062,9,169,1959,7600
23063,10,422,4153,25282
23064,1,8,211,464
23065,5,72,855,2069
23066,1,4,1,418
23069,7,195,1748,9254
23070,2,20,422,186
23071,7,121,1958,8452
23072,16,1059,7764,59006
23075,11,387,3262,21650
23076,4,45,864,2260
23079,1,9,211,512
23081,2,8,2,2445
23083,7,111,1528,9203
23084,4,80,1284,2467
23085,2,31,892,2760
23086,11,263,2791,35056
23089,7,261,2157,12430
23090,2,32,882,2572
23091,1,7,211,1122
23092,1,25,661,3247
23093,17,997,7283,91049
23102,8,236,2168,7908
23103,15,676,5018,61203
23106,6,85,1117,6903
23109,11,327,4133,11653
23110,3,36,433,5606
23111,17,3489,12616,469496
23112,17,4804,15214,553337
23113,18,3675,14547,496861
23114,15,1338,7574,196103
23115,1,21,211,7269
23116,17,2718,10824,440087
23117,12,555,5244,128529
23119,1,4,1,633
23120,11,500,3243,34967
23123,6,76,856,12579
23124,10,257,2621,25569
23126,1,7,211,564
23127,2,13,222,964
23128,2,21,432,1215
23129,7,177,2910,23691
23131,2,22,432,2756
23138,4,45,644,1544
23139,16,2516,9596,196210
23140,14,443,4387,47847
23141,12,452,4826,27762
23146,13,564,5047,78871
23148,3,64,863,5227
23149,12,266,2415,24280
23150,15,1093,9702,215158
23153,3,31,643,782
23156,5,103,1505,4356
23160,1,3,1,697
23162,1,6,211,461
23168,13,544,5350,194990
23169,5,93,1326,9770
23173,3,42,643,155348
23175,11,225,2392,14297
23176,2,27,422,632
23177,1,28,211,3795
23178,1,3,1,127
23181,15,522,4168,134239
23183,3,36,213,2749
23184,1,4,1,599
23185,18,4920,14759,829733
23186,1,4,1,8631
23187,4,118,1566,14450
23188,16,4660,14578,621724
23192,13,532,3735,30050
23218,2,26,442,27927
23219,18,3932,16950,2559442
23220,19,4062,15218,564971
23221,15,1730,7618,133467
23222,15,1198,8736,130902
23223,16,2738,12153,380197
23224,16,3135,14568,686699
23225,17,3407,14178,945955
23226,16,3264,12917,851696
23227,17,2023,12239,464736
23228,17,3761,15270,852445
23229,19,3569,11245,558911
23230,18,6202,19797,2354516
23231,18,2834,14621,645079
23232,1,4,1,2977
23233,17,4494,15064,859489
23234,16,2252,12227,691233
23235,18,5379,15698,975459
23236,17,3122,14742,543666
23237,15,1812,12519,495436
23238,17,1912,9617,2180391
23241,1,6,211,57
23242,1,10,211,1204
23249,2,16,422,254862
23250,4,161,2270,166282
23255,2,24,422,927
23260,2,21,452,38453
23261,2,18,212,56634
23273,2,8,2,9036
23284,1,16,452,11258
23288,1,8,211,1712
23294,17,2657,13706,468140
23297,2,25,422,5899
23298,4,73,1428,741187
23301,10,209,2841,73636
23302,1,3,1,185
23303,2,26,422,1546
23306,6,122,1808,17870
23308,1,11,211,701
23310,12,355,3934,28616
23313,1,7,211,383
23314,13,519,5056,25591
23315,4,31,214,2498
23316,5,58,875,10184
23320,19,9641,22059,2411828
23321,17,2867,11714,365721
23322,17,4678,13319,388510
23323,16,2467,12709,431744
23324,14,1354,9960,308871
23325,13,630,5297,66291
23327,3,33,423,17471
23328,3,27,433,4050
23336,11,580,3733,21179
23337,4,92,1545,22331
23347,6,103,1496,3244
23350,10,307,3985,20844
23354,3,25,213,3421
23356,1,15,211,1471
23359,1,7,221,384
23395,1,3,1,1176
23401,3,23,433,2194
23405,3,39,873,2445
23407,3,22,213,4209
23410,6,90,1307,6686
23413,6,103,1506,25963
23414,3,23,213,1847
23415,4,70,1335,8980
23416,4,58,654,3875
23417,13,331,3244,16272
23418,9,312,4246,29115
23420,5,88,1746,5600
23421,5,134,1515,10640
23422,2,10,212,195
23423,1,3,1,396
23424,1,4,1,2081
23427,1,3,1,816
23430,16,1399,8285,331491
23431,1,16,211,2494
23432,6,103,1296,4189
23433,6,97,1086,6731
23434,16,3844,12196,539968
23435,16,2094,11317,355761
23436,5,47,425,2832
23437,5,119,1065,3708
23438,3,45,653,2531
23439,2,40,642,5596
23440,2,32,422,564
23441,2,28,432,10539
23442,2,37,872,38377
23443,1,9,211,719
23450,6,59,918,10382
23451,17,6839,14764,679249
23452,18,8683,18902,1708522
23453,16,1775,11439,254206
23454,18,6089,15927,916093
23455,18,4402,15196,510883
23456,19,3975,13542,385859
23457,10,362,3051,17412
23459,4,132,1335,15347
23460,3,93,1344,23527
23461,2,93,1092,17503
23462,18,7583,19807,1606659
23463,2,15,212,73073
23464,16,4056,12406,450522
23466,2,28,422,2108
23467,3,37,633,528
23471,1,4,1,1296
23480,1,5,1,1261
23487,11,374,4164,62278
23501,4,60,1345,16254
23502,17,4538,17452,1503546
23503,14,919,6389,37397
23504,15,1090,9520,193498
23505,15,1729,9672,285981
23507,12,547,5389,485024
23508,16,887,5762,118803
23509,15,572,5310,75177
23510,17,3828,14863,1028285
23511,10,608,4088,161481
23513,16,1607,13421,596209
23514,2,18,422,330
23517,16,1823,11473,191249
23518,16,2179,11033,274265
23523,10,290,3322,233244
23529,1,9,211,8920
23541,2,14,212,5155
23551,2,114,1574,25634
23601,16,2347,11034,554119
23602,17,3153,11736,636817
23603,10,240,3837,139753
23604,9,187,2420,65559
23605,15,934,6483,146038
23606,18,4571,15309,990212
23607,17,1229,10302,2036782
23608,15,1890,10800,161146
23609,1,9,211,1158
23612,2,11,2,6006
23651,2,35,432,9958
23661,15,1262,8537,265044
23662,11,824,6646,39755
23663,12,552,4825,33379
23664,11,290,3241,11344
23665,6,302,2228,85653
23666,17,4425,15133,890622
23667,2,12,212,232469
23668,1,3,1,47648
23669,16,2019,9618,167252
23670,1,4,1,13330
23681,2,64,1848,63131
23690,7,150,1811,34822
23691,2,29,422,9553
23692,16,1921,9828,176894
23693,15,1816,10338,165322
23696,10,234,2170,25576
23701,17,1712,9860,174418
23702,14,557,5571,78776
23703,14,1081,7144,161828
23704,14,1638,10444,212198
23705,1,4,1,3910
23707,14,1210,9699,307472
23708,4,65,1355,166989
23709,2,56,1103,10106
23801,7,209,2920,40716
23803,17,2500,10529,402328
23804,3,42,884,6846
23805,14,1450,8295,242882
23806,2,8,2,2248
23821,4,57,875,8778
23824,15,746,6610,56397
23827,3,37,433,10124
23828,1,7,211,545
23829,4,49,844,1977
23830,3,29,423,4565
23831,18,2596,11485,324078
23832,15,2319,9418,141732
23833,5,105,1735,4565
23834,17,3233,12940,557151
23836,17,1271,12070,654707
23837,14,299,3527,57269
23838,15,827,4986,41140
23839,1,10,211,5041
23840,2,28,422,941
23841,8,194,2158,10459
23842,9,270,3082,63868
23843,1,9,211,2137
23844,2,21,432,1549
23845,1,17,211,3836
23846,1,11,211,114
23847,16,1208,7869,182789
23850,2,19,422,519
23851,16,1294,8215,158011
23856,2,27,422,8780
23857,6,95,1547,7548
23860,16,1744,9639,368246
23866,5,99,1505,4950
23867,6,94,1306,34837
23868,12,373,4145,36563
23872,6,94,1306,5395
23874,3,30,633,3244
23875,15,840,8988,250561
23876,1,3,1,184
23878,2,20,212,2247
23879,2,32,453,4676
23881,4,58,854,1421
23882,8,156,2010,15325
23883,9,134,1939,114972
23884,1,7,211,182
23885,5,90,886,57926
23887,1,8,211,532
23888,9,172,2662,11566
23889,2,17,222,1756
23890,12,248,2413,34328
23893,1,6,211,147
23894,1,7,211,188
23897,2,14,422,170
23898,3,40,423,896
23899,1,5,1,1376
23901,16,1780,10551,206529
23909,1,4,1,4164
23915,2,23,432,848
23917,10,156,1961,17004
23919,8,145,1769,8037
23920,7,134,1937,8416
23921,7,132,1717,6433
23922,8,130,1769,29845
23923,7,126,1957,5509
23924,14,408,3767,29064
23927,14,467,4217,44766
23930,11,312,3272,26664
23934,2,16,212,1410
23936,14,445,4187,37846
23937,6,83,1076,4596
23938,1,7,211,658
23939,1,8,211,84
23942,3,34,423,2386
23943,1,4,1,23593
23944,13,294,2645,34596
23947,14,343,3738,32576
23950,9,253,2420,19656
23952,1,4,1,722
23954,5,60,855,2051
23958,5,73,1085,5266
23959,2,39,422,3363
23960,5,82,845,2007
23962,1,11,211,1676
23963,1,9,211,162
23964,4,54,854,7737
23966,7,135,1747,9686
23967,1,16,211,1736
23968,3,45,863,4096
23970,16,1288,8949,173467
23974,8,187,2409,12256
23976,2,27,652,4259
24001,1,9,231,3043
24002,1,3,1,1731
24004,1,3,1,547
24010,1,3,1,30820
24011,15,1309,8768,491094
24012,17,3845,16267,1031801
24013,14,466,4459,83423
24014,15,1817,10674,858122
24015,17,1361,8456,112071
24016,17,1707,9902,288170
24017,15,1224,9712,188429
24018,17,4288,15237,520467
24019,17,2517,14622,786483
24020,1,6,221,416
24022,3,25,455,28912
24023,1,3,1,1720
24024,1,4,1,6806
24034,1,6,211,350
24042,1,6,211,252
24053,4,72,854,1169
24054,8,181,2368,8982
24055,12,460,3744,38768
24058,1,6,211,261
24059,1,27,211,1131
24060,19,3603,13819,615419
24061,5,43,456,11905
24062,1,13,211,1124
24063,3,66,1293,4145
24064,7,172,1958,17251
24065,13,417,3674,15734
24066,11,318,2801,18648
24067,4,87,1074,6217
24068,2,50,872,6368
24069,4,43,434,2060
24070,3,36,423,2064
24072,2,36,422,2944
24073,16,3383,13368,477783
24076,2,26,642,1356
24077,7,114,1348,93191
24078,12,544,5525,27564
24079,4,60,1064,2171
24082,1,6,211,92
24083,14,543,5560,111103
24084,14,838,7405,261153
24085,3,41,423,14045
24087,7,128,1967,36080
24088,6,124,1296,21564
24089,6,96,1306,40423
24090,12,333,3263,18073
24091,17,935,6801,60914
24092,7,183,2167,8419
24093,2,26,432,3063
24095,6,141,1486,3561
24101,11,442,3902,21148
24102,4,47,854,2655
24104,12,240,2613,12658
24105,1,10,211,339
24111,2,6,2,270
24112,17,2968,13865,438110
24113,2,14,422,138
24114,2,29,642,4021
24115,4,65,665,25398
24120,7,87,1339,19131
24121,15,1048,5878,45613
24122,7,114,1737,7912
24124,8,154,1549,61036
24127,10,181,1730,10160
24128,6,112,1506,7441
24131,1,8,211,1153
24133,4,58,854,1639
24134,11,443,4664,38569
24136,5,103,1295,9753
24137,6,122,1066,4701
24138,2,28,422,1137
24141,16,1587,9441,277845
24142,2,58,1648,4298
24143,3,33,433,7166
24147,5,109,2006,15408
24148,10,486,5609,60566
24149,7,152,1507,5200
24150,1,5,1,9133
24151,18,2123,11923,266253
24153,18,4608,16013,1051287
24161,2,16,212,2738
24162,7,109,1318,4454
24165,3,50,633,1432
24168,3,57,1114,6410
24171,15,674,6421,66758
24174,3,47,633,4279
24175,12,676,4824,57957
24176,5,93,1285,4401
24177,1,3,1,6963
24179,16,1432,8895,93242
24184,9,291,3050,17181
24185,2,19,212,5303
24201,16,1703,10592,201155
24202,18,1094,9465,174048
24203,1,16,431,2028
24209,2,13,212,44322
24210,18,2387,10816,405604
24211,13,565,4406,52510
24212,6,104,1506,10203
24216,8,112,1508,14485
24217,2,13,212,690
24218,1,3,1,257
24219,11,658,5555,69866
24220,1,4,1,698
24221,1,3,1,278
24224,10,200,2191,11859
24225,1,16,211,4801
24226,3,28,423,2169
24228,12,466,5117,44898
24230,12,393,3715,27845
24236,7,160,1947,21341
24237,1,12,211,3203
24243,1,28,431,1853
24244,9,184,2031,61420
24245,3,20,213,2281
24246,1,6,211,172
24248,6,76,1106,4358
24250,2,20,212,620
24251,11,373,3523,24255
24256,8,146,1958,6006
24258,1,7,211,777
24260,8,250,2818,13477
24263,13,277,3464,25281
24266,16,911,7103,152249
24269,1,5,1,5293
24270,1,9,211,346
24271,5,52,655,1808
24273,15,961,8067,204657
24277,12,361,3713,28309
24279,11,214,2412,17197
24280,7,101,1747,26828
24281,2,59,1322,4014
24282,1,3,1,1032
24283,8,186,2429,23073
24290,8,199,2001,19142
24292,1,9,211,463
24293,14,753,7133,73760
24301,14,876,6523,109848
24311,5,98,1326,75493
24312,3,36,643,2797
24313,1,5,1,448
24314,3,41,674,24300
24315,7,115,1558,38606
24317,7,131,1968,6396
24319,11,339,4018,44175
24323,1,10,211,732
24324,6,66,656,7461
24325,1,16,211,293
24326,2,23,422,529
24327,2,8,2,18497
24328,6,122,1516,3131
24330,3,44,443,4529
24333,14,1524,9458,200699
24340,11,251,2664,62133
24343,13,809,6659,60363
24347,2,26,212,2742
24348,10,259,2862,26146
24350,1,12,211,530
24351,2,8,2,867
24352,2,14,232,6180
24354,15,1147,8045,182766
24360,8,242,2882,16728
24361,7,132,1758,7795
24363,2,27,642,2910
24366,4,42,424,5701
24368,11,277,3504,42297
24370,9,201,2881,18283
24374,1,10,211,478
24375,3,38,633,569
24378,1,15,211,660
24380,4,69,1064,2804
24381,7,140,1727,15722
24382,17,1970,11660,274043
24401,19,3982,14502,440779
24402,4,81,1115,15397
24411,1,3,1,958
24413,1,18,431,529
24416,13,474,5329,65597
24421,7,200,1927,3992
24422,10,358,3293,21867
24426,16,1218,8444,194422
24430,3,34,653,1097
24431,3,68,863,1719
24435,6,138,2197,4999
24437,2,30,422,797
24439,4,44,885,7055
24440,7,130,1497,3127
24441,11,288,2854,24850
24445,9,213,2610,50535
24450,17,1904,9819,233718
24457,3,87,1355,24869
24458,1,15,211,428
24459,1,13,211,1945
24460,7,106,1297,10266
24464,1,9,211,567
24465,10,208,1730,8556
24467,6,127,1506,6917
24471,3,42,643,1219
24472,8,99,1309,14783
24473,1,10,211,1625
24474,1,14,431,2853
24476,3,31,633,634
24477,12,662,5815,273253
24479,3,49,633,1124
24482,13,584,7644,118624
24483,3,34,633,404
24484,5,70,1065,8038
24486,11,359,4699,60770
24487,1,4,1,1145
24501,18,3163,13664,945158
24502,17,5065,16450,687561
24503,18,1250,7525,202803
24504,16,1361,8935,523990
24505,2,32,432,17716
24506,5,71,896,131298
24515,2,43,672,6950
24517,14,703,5119,150682
24520,4,75,1064,6046
24521,16,843,7040,81519
24522,16,857,7293,53849
24523,16,1906,9607,163633
24526,4,64,874,40563
24527,7,154,1737,23843
24528,9,225,2891,18482
24529,4,57,854,1645
24530,2,20,212,584
24531,16,693,6211,95913
24534,4,40,424,13000
24535,2,7,2,476
24536,1,9,211,675
24538,10,218,2642,25919
24539,1,4,1,13011
24540,18,3002,13896,366845
24541,17,2870,12639,515710
24543,5,67,1117,17725
24549,7,146,1697,5075
24550,9,325,2390,24804
24551,16,2708,12196,325790
24553,3,53,643,31303
24554,7,127,1517,14726
24555,5,87,1075,23482
24556,9,202,2380,8350
24557,13,483,5078,47406
24558,12,362,3724,22926
24562,2,32,422,444
24563,7,198,2607,4695
24565,2,15,212,3991
24566,2,26,422,789
24569,2,17,432,2133
24571,3,39,423,1427
24572,15,1127,6682,89746
24574,6,149,1066,11281
24577,4,96,1064,3042
24578,7,111,1748,30709
24579,6,63,1117,3921
24580,3,35,633,337
24586,6,199,1747,45486
24588,15,780,6412,50185
24589,3,63,863,4643
24590,14,476,3495,22578
24592,17,1711,11054,287473
24593,5,58,855,2127
24594,4,68,1315,6201
24597,3,44,853,769
24598,5,56,875,2593
24599,2,32,422,1865
24602,1,3,1,414
24603,3,51,873,7016
24604,1,3,1,1043
24605,14,804,6313,128292
24607,1,6,211,315
24609,14,508,5057,52056
24612,1,4,1,459
24613,2,26,442,3875
24614,15,704,5560,86566
24620,4,63,874,7533
24624,2,6,2,663
24630,13,499,5487,33435
24631,7,117,1759,25684
24634,1,3,1,434
24635,2,20,422,639
24637,10,286,4025,44217
24639,6,120,1747,71852
24641,15,742,5971,88776
24646,2,18,422,1479
24649,4,64,634,7725
24651,14,645,5457,44511
24656,13,240,2665,42397
24657,1,3,1,998
24701,17,1762,10047,209900
24712,4,70,1115,13072
24715,1,12,211,299
24716,1,4,1,303
24724,1,6,211,68
24726,1,8,211,305
24736,1,3,1,825
24739,13,304,3568,67680
24740,17,2243,12719,320407
24747,2,29,642,723
24801,10,327,3061,18112
24811,2,6,2,378
24817,2,9,2,1334
24818,3,24,443,4486
24827,1,11,211,463
24828,1,7,211,150
24836,2,9,2,5618
24839,3,44,853,1441
24844,6,125,1726,6939
24845,2,6,2,367
24849,2,15,212,662
24850,1,7,211,1700
24851,2,14,212,593
24854,1,6,211,223
24857,2,12,212,407
24860,2,15,212,229
24867,1,5,1,2925
24868,5,58,1095,4758
24870,8,216,2680,20703
24872,2,7,2,2566
24874,12,234,3273,55162
24878,1,4,1,3482
24880,1,4,1,2525
24881,1,16,431,712
24888,1,3,1,2596
24892,2,41,892,2886
24898,1,6,211,35
24901,16,1626,9606,137245
24902,4,51,905,8257
24910,7,189,2157,4346
24915,1,13,211,382
24916,2,16,212,1060
24918,2,24,422,347
24920,1,16,431,6923
24924,2,18,212,7108
24925,5,85,1305,6713
24931,4,47,844,2123
24934,1,7,211,303
24935,1,8,211,89
24938,3,46,633,1240
24941,3,36,643,1185
24944,1,27,661,9373
24945,1,17,211,314
24946,4,77,864,2929
24951,3,47,643,4077
24954,8,312,3510,18334
24957,3,39,443,9142
24962,1,5,1,3704
24963,7,127,1517,6163
24966,3,45,905,3305
24970,9,423,3564,82559
24974,2,14,422,136
24976,2,27,432,2679
24977,1,4,1,2452
24981,1,11,211,209
24983,8,179,2378,37307
24986,13,350,4219,84633
24991,1,9,211,1142
25002,1,4,1,17313
25003,6,109,1516,8951
25005,2,16,212,13327
25009,1,8,211,1217
25011,1,8,211,218
25015,13,305,3547,85634
25019,1,7,1,8453
25030,1,8,211,527
25031,1,9,211,472
25033,6,89,1306,114098
25035,5,63,875,6778
25039,3,32,653,6272
25040,2,18,422,211
25043,7,115,1788,8772
25045,8,174,3038,13337
25049,1,8,231,1346
25053,10,289,3322,23439
25059,1,5,1,3401
25063,2,16,212,1007
25064,13,738,7015,120775
25067,1,20,431,940
25070,8,142,1810,37549
25071,16,533,5082,85497
25075,2,9,2,28563
25081,1,14,211,6827
25082,4,48,664,6093
25083,1,3,1,1014
25085,3,39,643,4507
25086,2,18,442,4944
25090,1,3,1,1582
25103,1,8,211,369
25106,2,22,212,9868
25107,1,8,211,2127
25108,1,6,211,144
25109,1,3,1,162
25110,1,7,211,1082
25111,1,3,1,2099
25112,4,44,675,16572
25113,2,13,232,2328
25118,1,11,211,789
25121,1,11,211,2492
25123,3,32,653,1377
25124,2,23,422,1169
25125,1,6,211,200
25130,7,201,2430,34296
25136,7,154,1947,18478
25143,15,849,7583,192999
25154,1,8,211,235
25156,1,11,211,652
25159,12,331,3817,93942
25161,1,5,1,13649
25164,1,8,211,2089
25165,1,5,1,1139
25168,3,54,873,10546
25177,16,1591,9857,200054
25181,3,25,443,3756
25186,3,45,863,4791
25187,1,4,1,2092
25193,1,4,1,660
25202,1,13,431,1492
25203,1,12,431,965
25204,2,7,2,4228
25206,1,10,221,1208
25208,2,13,2,50361
25209,5,89,1535,29041
25213,13,373,3725,66583
25214,1,3,1,27854
25234,2,25,432,13240
25235,1,11,211,864
25239,2,18,422,948
25241,3,46,643,1028
25245,2,12,212,559
25248,4,86,1325,6059
25251,1,7,211,994
25252,2,19,422,451
25253,2,32,642,6465
25260,5,119,1295,11435
25262,5,61,1127,61350
25264,1,3,1,263
25265,5,74,855,20393
25266,2,19,212,1366
25267,1,15,211,753
25268,1,3,1,1636
25270,1,8,211,616
25271,13,922,6072,111132
25275,3,30,423,3099
25276,14,654,5320,70985
25285,2,17,422,346
25286,1,8,221,2924
25287,1,6,1,16729
25301,19,3004,13989,775802
25302,18,1627,10278,264361
25303,17,963,8319,276982
25304,15,1381,9236,480450
25305,1,13,211,1594
25306,10,170,1971,32599
25309,15,1541,8779,286717
25311,16,1011,7406,189992
25312,14,665,5602,89694
25313,14,1004,8348,211498
25314,16,774,6412,126554
25315,7,175,2429,23943
25320,9,171,2190,45116
25322,1,10,211,6359
25323,1,4,1,9686
25325,1,6,1,9418
25326,1,3,1,4967
25329,1,4,1,8404
25330,1,3,1,818
25339,1,3,1,10247
25356,2,28,422,478
25360,1,20,431,2843
25361,1,8,211,491
25362,1,15,441,2697
25364,1,7,211,10172
25387,9,248,3437,53575
25389,5,368,2898,18719
25401,17,2331,10614,420380
25402,3,39,663,6200
25403,14,626,6661,131280
25404,15,1097,8242,96329
25405,14,451,5078,316356
25411,14,785,6210,70280
25413,8,156,1728,14746
25414,17,1193,7314,235429
25419,13,315,3117,21717
25420,5,91,1275,2594
25422,1,16,211,4097
25425,9,385,3260,14652
25427,10,457,3460,18101
25428,12,525,5317,58771
25430,14,508,4659,79775
25431,1,7,211,80
25434,3,41,643,1104
25437,1,3,1,1217
25438,14,477,5361,69648
25441,1,7,211,331
25442,3,52,643,2186
25443,13,675,5697,44560
25444,1,11,211,1095
25446,3,37,653,11336
25502,1,15,211,9679
25503,1,7,211,148
25504,16,1831,9271,176313
25505,1,3,1,461
25506,5,83,1315,7140
25507,7,141,1778,18190
25508,14,464,5288,49542
25510,8,121,1308,20670
25511,1,3,1,432
25512,1,4,1,6734
25514,2,43,642,3586
25515,4,45,644,18964
25517,1,3,1,197
25520,1,6,211,72
25521,1,13,211,636
25523,9,185,1980,21380
25524,3,32,653,4589
25526,17,2194,10993,249048
25529,1,4,1,1609
25530,14,400,4669,59190
25535,7,156,1968,13796
25537,4,51,664,2851
25541,14,548,5611,85469
25545,9,164,2170,23963
25547,3,28,663,4535
25550,13,651,5287,73856
25555,4,41,676,28335
25557,1,9,211,305
25559,5,78,1295,8309
25560,14,605,6232,122902
25564,2,12,422,64
25567,2,6,2,1622
25569,3,34,443,2100
25570,11,278,3691,20615
25571,5,61,875,2678
25573,1,9,211,260
25601,15,990,7834,137388
25606,1,8,211,836
25607,1,3,1,769
25614,1,3,1,885
25617,1,6,1,3821
25621,12,274,2813,15172
25625,4,73,1369,44332
25628,2,9,2,1567
25632,1,12,211,38677
25634,1,3,1,3875
25635,8,205,2879,14176
25637,3,38,433,6801
25638,1,13,211,1305
25639,2,6,2,179
25646,3,26,213,2890
25647,1,3,1,560
25649,1,11,211,527
25650,1,4,1,11318
25651,1,4,1,386
25652,1,9,211,2506
25653,2,25,222,2034
25661,12,480,4174,33442
25667,1,3,1,909
25670,6,114,1306,13200
25671,2,13,212,580
25674,6,110,1296,6388
25676,3,33,653,2163
25678,4,60,1064,1576
25685,2,12,2,21888
25688,1,7,211,457
25690,1,4,1,807
25696,1,3,1,813
25701,17,3431,14567,760648
25702,12,608,5879,311523
25703,13,468,5180,146958
25704,15,885,7572,190557
25705,15,1250,9420,304668
25707,1,3,1,2987
25708,2,8,2,11272
25710,1,3,1,470
25712,1,8,211,193
25713,1,3,1,8078
25717,1,16,431,2328
25755,2,47,1133,18240
25801,19,4085,13832,646622
25802,2,57,893,24573
25812,6,68,876,4421
25813,14,640,6022,87138
25817,2,21,432,1974
25818,4,68,884,3921
25823,3,37,853,1009
25825,5,46,645,6141
25827,8,149,1779,18702
25831,2,19,212,1385
25832,11,262,3535,47961
25836,1,4,1,49618
25839,1,10,211,673
25840,13,640,4857,53749
25841,2,27,642,2485
25843,5,51,855,5718
25844,2,54,1092,6835
25846,3,23,213,4674
25854,5,77,1085,4924
25855,1,4,1,4970
25862,3,44,853,6083
25864,1,3,1,398
25865,1,8,231,1211
25866,2,16,212,2467
25868,2,19,432,2687
25870,1,3,1,4173
25871,3,45,873,5724
25873,2,26,432,9159
25878,1,9,211,1926
25880,12,434,3976,53051
25882,7,152,2387,7760
25901,15,934,6641,75597
25904,1,3,1,4528
25909,2,25,432,2643
25911,1,6,211,229
25917,7,74,888,36896
25918,7,139,1527,7872
25919,1,3,1,577
25921,11,205,2443,60745
25927,1,5,1,1036
25932,1,8,211,275
25938,2,28,212,955
25951,14,378,4238,37111
25958,1,10,211,625
25962,11,262,3502,20453
25966,1,3,1,585
25969,3,40,633,543
25971,1,10,211,320
25976,4,58,844,1032
25978,1,4,1,353
25979,2,20,212,777
25981,1,3,1,707
25984,3,57,883,45524
